nb_id,error,longer_beginning,longer_ending,has_author,has_equation,jupyter_prop,output_cell_prop,markdown_prop,num_contrib,image_prop,is_education,language,has_links,has_comments,md_frequency,has_title,num_commits,md_format,non_exec_prop,exec_inorder,exec_skips,has_error,speaking_language,has_export,num_functions,has_test,num_headers,has_papermill,has_reqtext
6345,,False,False,False,False,0.9254409949708522,0.7857142857142857,0.125,1,0.0,False,python,False,True,0.06666666666666668,True,1,True,0.0,1.0,1.0,False,English,False,0,False,2,False,False
6346,,False,False,False,False,0.9254409949708522,0.7857142857142857,0.125,1,0.0,False,python,False,True,0.06666666666666668,True,1,True,0.0,1.0,1.0,False,English,False,0,False,2,False,False
6664,,True,False,False,False,1.0,0.09090909090909093,0.5217391304347826,1,0.0,True,python,False,True,1.0,True,1,False,0.0,1.0,1.1,False,English,False,9,False,2,False,False
6913,,nan,nan,True,nan,nan,0.2692307692307692,0.0,1,0.2857142857142857,False,python,nan,True,nan,False,1,nan,0.0,0.6666666666666666,13.791666666666664,False,nan,True,0,False,0,False,False
6993,,True,False,False,False,1.0,0.625,0.5,0,0.2,False,python,False,True,1.0,True,1,False,0.0,0.8571428571428571,8.428571428571429,False,English,False,15,False,2,False,False
7002,api,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7906,,False,True,False,False,nan,0.75,0.42857142857142855,1,1.0,True,python,False,False,0.38461538461538464,False,1,False,0.0,1.0,1.5714285714285714,False,English,False,0,False,6,False,False
8074,,nan,nan,False,nan,0.9085572112577446,0.2222222222222222,0.0,1,0.5,False,python,nan,True,nan,False,1,nan,0.0,0.8571428571428571,7.571428571428571,False,nan,True,1,False,0,False,False
8145,,True,False,False,False,0.985339823498082,0.8,0.4117647058823529,1,0.4375,True,python,True,True,0.7575757575757576,True,1,True,0.0,1.0,1.0,False,English,True,1,False,3,False,False
8443,,True,False,True,True,0.9993506351980082,0.7021276595744681,0.32857142857142857,1,0.696969696969697,True,python,True,True,0.5942028985507246,False,3,True,0.0,1.0,1.0,False,German,False,1,False,5,False,False
8472,,True,False,False,False,0.9054510068055251,0.5757575757575758,0.5540540540540541,1,0.3157894736842105,True,python,True,True,0.7534246575342466,True,1,True,0.0,0.8666666666666667,23.7,False,English,False,11,False,17,False,False
8529,,False,False,False,False,0.9784306235791392,0.6666666666666666,0.14285714285714285,8,0.375,False,python,False,False,0.07692307692307693,False,1,True,0.0,0.9,13.6,False,English,False,0,False,1,False,False
8865,,False,False,False,False,0.9999679560239568,0.6666666666666666,0.4230769230769231,1,0.0,False,python,True,True,0.56,True,1,False,0.13333333333333333,1.0,1.0833333333333333,True,Russian,False,0,False,9,False,False
9024,api,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9168,,False,False,False,False,0.9999679560239568,0.6666666666666666,0.4230769230769231,1,0.0,False,python,True,True,0.56,True,1,False,0.13333333333333333,1.0,1.0833333333333333,True,Russian,False,0,False,9,False,False
9242,api,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9258,,True,False,True,False,nan,0.13333333333333333,0.5161290322580645,1,0.0,False,python,False,False,0.9,True,1,False,0.0,1.0,1.2307692307692308,False,English,False,0,False,1,False,False
9275,,nan,nan,False,False,0.9590778505102532,0.8,0.4444444444444444,1,0.25,False,python,False,True,0.75,False,1,False,0.0,1.0,22.75,False,English,False,0,False,0,False,False
9541,api,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9628,has_author,True,True,nan,True,nan,0.6666666666666666,0.21052631578947367,1,0.4,False,python,False,True,0.3333333333333333,True,2,False,0.0,0.7142857142857143,15.642857142857142,False,Spanish,False,1,False,2,False,False
9725,,True,False,False,True,0.7264273142045768,0.8888888888888888,0.4090909090909091,1,0.125,True,python,False,True,0.3333333333333333,False,5,False,0.0,0.42857142857142855,29.57142857142857,False,English,False,14,False,0,False,False
9798,,False,False,False,False,nan,0.32,0.07407407407407407,1,0.625,False,python,False,True,0.1153846153846154,True,1,False,0.32,0.9,1.9,True,English,True,4,False,2,False,False
10135,,nan,nan,False,False,0.938765189103484,0.0,0.25,4,nan,False,python,False,True,0.3333333333333333,True,2,False,0.0,nan,nan,False,Italian,False,0,False,1,False,False
10149,,nan,nan,False,nan,1.0,0.0,0.0,1,nan,False,python,nan,False,nan,False,1,nan,1.0,nan,nan,False,nan,True,0,False,0,False,False
10394,,nan,nan,False,nan,1.0,0.0,0.0,1,nan,False,python,nan,False,nan,False,1,nan,1.0,nan,nan,False,nan,True,0,False,0,False,False
10448,,nan,nan,False,nan,nan,0.3333333333333333,0.0,1,0.0,True,python,nan,False,nan,False,3,nan,0.3333333333333333,1.0,1.0,False,nan,False,0,False,0,False,False
11007,,nan,nan,False,nan,1.0,0.2,0.0,1,0.0,False,python,nan,True,nan,False,1,nan,0.0,1.0,1.0,False,nan,False,0,False,0,False,False
11258,,nan,nan,False,nan,0.9997307424486274,0.0,0.0,1,nan,False,python,nan,True,nan,False,1,nan,0.5,nan,nan,False,nan,True,11,False,0,False,False
11545,,False,False,False,False,0.9254409949708522,0.6190476190476191,0.08695652173913042,1,0.0,False,python,False,False,0.045454545454545456,True,1,True,0.0,1.0,1.0,False,English,False,0,False,2,False,False
11546,,False,False,False,False,0.9254409949708522,0.6190476190476191,0.08695652173913042,1,0.0,False,python,False,False,0.045454545454545456,True,1,True,0.0,1.0,1.0,False,English,False,0,False,2,False,False
11557,,True,False,False,False,0.9347758040535252,0.0,0.4,6,nan,True,python,True,True,0.5,False,9,True,1.0,nan,nan,False,English,True,1,False,9,False,False
11792,,True,False,False,False,0.9999679560239568,0.0,0.25,1,nan,False,python,True,True,0.2558139534883721,True,1,True,1.0,nan,nan,False,Estonian,False,0,False,9,False,False
11976,,True,False,False,True,0.5131279536401258,0.41935483870967744,0.6025641025641025,1,0.2307692307692308,False,python,False,True,0.2727272727272727,True,2,False,0.06451612903225806,0.8888888888888888,51.925925925925924,False,English,False,4,False,15,False,False
12089,,False,False,False,False,nan,0.6153846153846154,0.13333333333333333,1,0.125,False,python,False,False,0.2857142857142857,False,1,False,0.0,1.0,5.75,False,English,False,0,False,0,False,False
12290,,False,False,False,False,0.946073998191262,0.6923076923076923,0.2777777777777778,1,0.6666666666666666,False,python,False,False,0.5294117647058824,True,2,False,0.0,1.0,1.4166666666666667,False,English,False,3,False,5,False,False
12592,,nan,nan,False,nan,1.0,0.6923076923076923,0.0,1,0.5185185185185185,False,python,nan,True,nan,False,1,nan,0.0,1.0,1.2424242424242424,True,nan,False,0,False,0,False,False
13018,api,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13379,,nan,nan,False,False,0.997714110670808,0.0,0.5,1,nan,True,python,False,True,1.0,False,3,False,0.5,nan,nan,False,Spanish,True,2,False,0,False,False
13702,api,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13740,,False,False,False,False,0.6100172944131892,0.07142857142857142,0.2631578947368421,1,0.0,False,python,False,True,0.5555555555555556,False,17,False,0.7857142857142857,nan,nan,False,English,False,4,False,5,False,False
13770,,True,False,False,False,0.9999989353411379,0.2,0.4444444444444444,1,0.0,False,python,False,True,0.6470588235294118,False,3,False,0.0,1.0,1.0,False,Spanish,True,5,False,8,False,False
13837,,nan,nan,True,nan,0.9898704550619816,0.25,0.0,1,0.0,False,python,nan,True,nan,False,1,nan,0.0,nan,nan,False,nan,True,0,False,0,False,False
13838,,nan,nan,True,nan,0.9898704550619816,0.25,0.0,1,0.0,False,python,nan,True,nan,False,1,nan,0.0,nan,nan,False,nan,True,0,False,0,False,False
14000,,nan,nan,False,nan,nan,0.4761904761904762,0.0,1,0.0,False,python,nan,True,nan,False,1,nan,0.0,1.0,1.4736842105263157,False,nan,True,0,False,0,False,False
14010,,True,False,False,False,0.9999989353411379,0.2,0.4444444444444444,1,0.0,False,python,False,True,0.6470588235294118,False,2,False,0.0,1.0,1.0,False,Spanish,True,5,False,8,False,False
14140,,nan,nan,False,nan,nan,0.4761904761904762,0.0,1,0.0,False,python,nan,True,nan,False,1,nan,0.0,1.0,1.4736842105263157,False,nan,True,0,False,0,False,False
14235,has_author,True,True,nan,True,nan,0.6666666666666666,0.25,1,0.4,True,python,False,True,0.3157894736842105,False,3,False,0.0,0.7142857142857143,15.642857142857142,False,Spanish,True,3,False,2,False,False
14266,,False,False,False,True,0.9999952924485432,0.925925925925926,0.1,1,0.08,False,julia,False,nan,0.10344827586206896,True,4,True,0.0,0.84,4.6,True,English,False,0,False,2,False,False
14341,has_author,True,True,nan,True,nan,0.6666666666666666,0.25,1,0.4,False,python,False,True,0.3157894736842105,False,1,False,0.0,0.7142857142857143,15.642857142857142,False,Spanish,True,3,False,2,False,False
14342,has_author,True,True,nan,True,nan,0.6666666666666666,0.25,1,0.4,True,python,False,True,0.3157894736842105,False,2,False,0.0,0.7142857142857143,15.642857142857142,False,Spanish,True,3,False,2,False,False
14428,api,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14500,,False,False,False,True,0.9999952924485432,0.925925925925926,0.1,1,0.08,False,julia,False,nan,0.10344827586206896,True,4,True,0.0,0.84,4.6,True,English,False,0,False,2,False,False
14534,,False,False,False,False,1.0,0.5,0.07692307692307693,4,0.4166666666666667,False,python,False,True,0.16,False,1,False,0.0,1.0,1.2727272727272727,True,English,False,0,False,2,False,False
14535,,False,False,False,False,1.0,0.5,0.07692307692307693,4,0.4166666666666667,False,python,False,True,0.16,False,1,False,0.0,1.0,1.2727272727272727,True,English,False,0,False,2,False,False
14593,api,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14757,,nan,nan,False,nan,nan,0.75,0.0,1,0.5714285714285714,False,python,nan,True,nan,False,1,nan,0.0,1.0,2.2,False,nan,False,0,False,0,False,False
14782,,nan,nan,False,nan,0.9999679560239568,0.5,0.0,1,0.5,True,python,nan,False,nan,False,1,nan,0.0,0.8666666666666667,15.666666666666664,False,nan,True,2,False,0,False,False
15577,api,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15682,,nan,nan,False,nan,0.9941712698119192,0.16666666666666666,0.0,1,0.0,False,python,nan,True,nan,False,5,nan,0.0,0.6,14.8,False,nan,True,4,False,0,False,False
15744,,False,False,False,False,0.018101156629051283,0.5,0.0625,1,0.0,False,python,False,True,0.06666666666666668,False,1,True,0.0,0.8181818181818182,2.727272727272727,False,English,True,1,False,0,False,False
15824,api,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15874,,nan,nan,False,nan,0.9446734159000976,0.2,0.0,1,0.0,False,python,nan,False,nan,False,1,nan,0.4,1.0,30.0,False,nan,True,7,False,0,False,False
16004,no_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16041,,False,True,False,False,0.5075884816777709,0.0,0.84375,3,nan,True,python,True,False,0.2258064516129032,True,1,True,0.0,nan,nan,False,English,False,0,False,11,False,False
16063,,nan,nan,False,nan,0.7824952795492633,0.8333333333333334,0.0,1,0.6,False,python,nan,False,nan,False,1,nan,0.0,1.0,15.2,False,nan,True,0,False,0,False,False
16084,,True,False,False,True,0.7264273142045768,0.8888888888888888,0.4090909090909091,1,0.125,True,python,False,True,0.3333333333333333,False,5,False,0.0,0.42857142857142855,29.57142857142857,False,English,False,14,False,0,False,False
16594,,False,False,False,True,1.0,0.56,0.609375,1,0.21428571428571427,True,python,True,True,0.5238095238095238,True,1,True,0.0,0.9565217391304348,3.8260869565217392,False,English,False,3,False,14,False,False
16681,,False,False,False,False,0.9999679560239568,0.1,0.2307692307692308,1,0.0,False,python,True,True,0.16666666666666666,True,1,True,0.8,1.0,1.0,True,Russian,True,0,False,1,False,False
17125,,nan,nan,False,nan,0.7141299071007031,0.5555555555555556,0.0,1,0.2,False,python,nan,True,nan,False,5,nan,0.0,1.0,1.0,False,nan,False,0,False,0,False,False
18066,api,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18120,,False,True,False,False,nan,0.6,0.05660377358490566,1,0.6666666666666666,False,python,False,True,0.019230769230769232,False,1,False,0.0,0.8333333333333334,7.0,False,English,True,6,False,0,False,False
18429,,True,False,False,False,1.0,0.625,0.4074074074074074,0,0.2,False,python,False,True,0.8076923076923077,True,1,False,0.0,0.9333333333333332,1.6,False,English,False,6,False,1,False,False
18715,,nan,nan,False,nan,0.6015414549212741,0.4375,0.0,1,0.14285714285714285,False,python,nan,True,nan,False,1,nan,0.0,0.9285714285714286,3.2142857142857144,True,nan,False,1,False,0,False,False
19145,no_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19395,,False,False,False,False,0.5123286346557668,0.0,0.36,3,nan,False,python,False,True,0.625,True,12,False,0.9375,nan,nan,False,English,False,10,False,9,False,False
19414,,False,True,False,True,0.990928926738888,0.5384615384615384,0.3333333333333333,2,0.0,True,python,False,True,0.4827586206896552,False,1,True,0.07692307692307693,1.0,1.0,False,English,False,1,False,0,False,False
19448,,False,False,False,False,0.8869248996606751,0.2,0.4736842105263158,1,0.0,False,python,False,True,0.7222222222222222,True,8,True,0.5,0.75,11.75,True,English,False,0,False,9,False,False
19508,,False,True,False,False,1.0,0.7777777777777778,0.5909090909090909,1,0.0,True,python,False,True,0.7619047619047619,True,1,True,0.0,0.75,6.75,False,English,False,5,False,9,False,False
19585,,nan,nan,False,nan,0.9997307424486274,0.5454545454545454,0.0,1,0.0,False,python,nan,True,nan,False,1,nan,0.0,1.0,1.2222222222222223,False,nan,False,10,False,0,False,False
19615,,False,False,False,False,0.8869248996606751,0.2,0.4736842105263158,1,0.0,False,python,False,True,0.7222222222222222,True,3,True,0.5,0.75,16.0,True,English,False,0,False,9,False,False
19705,,nan,nan,False,nan,0.9733551957368312,0.75,0.0,1,0.7777777777777778,False,python,nan,True,nan,False,2,nan,0.0,1.0,1.0,False,nan,False,0,False,0,False,False
19708,,False,False,False,True,0.9085572112577446,0.5714285714285714,0.3170731707317073,1,0.125,True,python,False,True,0.475,True,5,False,0.0,1.0,1.0,False,English,False,10,False,10,False,False
19806,api,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19890,,nan,nan,False,nan,0.9994900791011856,0.8,0.0,1,0.5,False,python,nan,True,nan,False,1,nan,0.0,0.75,2.75,True,nan,True,6,False,0,False,False
20046,api,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20132,,nan,nan,False,nan,0.9635840609523764,0.5,0.0,1,0.0,False,python3,nan,True,nan,False,1,nan,0.05555555555555555,0.75,5.375,False,nan,False,0,False,0,False,False
20190,,False,False,False,False,1.0,0.2307692307692308,0.05882352941176471,1,0.30303030303030304,True,python,True,True,0.0986842105263158,False,1,False,0.6713286713286714,0.9772727272727272,1.75,True,English,True,0,True,1,False,False
20354,,nan,nan,False,nan,nan,0.25,0.0,1,0.0,False,python,nan,False,nan,False,1,nan,0.25,1.0,2.0,False,nan,False,0,False,0,False,False
20647,,nan,nan,False,False,0.10609866371948157,0.0,0.3333333333333333,1,nan,True,python,False,True,0.5,True,1,False,1.0,nan,nan,False,English,False,0,False,1,False,False
21268,,False,True,False,False,nan,1.0,0.6666666666666666,1,0.0,True,python,False,False,0.5454545454545454,True,1,True,0.0,1.0,1.0,False,English,False,2,False,3,False,False
21682,,False,False,False,False,0.990928926738888,0.0,0.38461538461538464,2,nan,False,python,False,True,0.52,False,1,True,0.9090909090909092,nan,nan,False,English,False,1,False,0,False,False
21759,no_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21889,,nan,nan,False,nan,0.997840434172238,0.4230769230769231,0.0,1,0.0,False,python,nan,True,nan,False,1,nan,0.4230769230769231,0.5714285714285714,12.357142857142858,True,nan,True,3,False,0,False,False
22239,,True,False,False,False,0.9054510068055251,0.4418604651162791,0.5274725274725275,1,0.5789473684210527,True,python,True,True,0.6,True,1,True,0.4883720930232558,1.0,1.4285714285714286,False,English,False,5,False,8,False,False
22240,,True,False,False,False,0.9054510068055251,0.4418604651162791,0.5274725274725275,1,0.5789473684210527,True,python,True,True,0.6,True,1,True,0.4883720930232558,1.0,1.4285714285714286,False,English,False,5,False,8,False,False
22317,,False,True,False,False,0.9993305931519536,0.5666666666666667,0.4915254237288136,1,0.5882352941176471,False,python,False,True,0.6379310344827587,False,1,True,0.0,0.8620689655172413,70.82758620689657,False,English,False,5,False,33,False,False
22365,nb_file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22691,,False,True,False,False,nan,0.6,0.0576923076923077,1,0.6666666666666666,False,python,False,True,0.0196078431372549,False,1,False,0.0,0.7777777777777778,7.388888888888888,False,English,True,6,False,0,False,False
22889,,False,True,False,False,nan,0.6,0.0576923076923077,1,0.6666666666666666,False,python,False,True,0.0196078431372549,False,1,False,0.0,0.7777777777777778,7.388888888888888,False,English,True,6,False,0,False,False
23279,,nan,nan,False,nan,0.9977767537007272,0.2222222222222222,0.0,1,1.0,True,python,nan,True,nan,False,1,nan,0.0,1.0,13.285714285714285,False,nan,False,0,False,0,False,False
23582,,nan,nan,False,nan,0.1364217502478735,0.4444444444444444,0.0,1,0.0,False,python,nan,True,nan,False,3,nan,0.0,0.3333333333333333,10.333333333333334,True,nan,False,1,False,0,False,False
24076,,False,False,False,False,nan,0.5714285714285714,0.4615384615384616,1,0.0,False,python,False,True,0.75,False,2,False,0.0,0.5,1.5,True,English,False,0,False,0,False,False
24263,,False,False,False,False,0.9784306235791392,1.0,0.5454545454545454,8,1.0,False,python,False,False,0.9,True,1,False,0.0,0.75,14.5,False,English,False,0,False,6,False,False
24355,,nan,nan,False,nan,0.9997307424486274,0.13636363636363635,0.0,1,0.6666666666666666,False,python,nan,True,nan,False,1,nan,0.0,0.75,17.125,True,nan,False,1,False,0,False,False
24518,,True,True,False,False,1.0,0.3235294117647059,0.43333333333333335,1,0.09090909090909093,True,python,True,True,0.7478991596638656,True,1,True,0.0,0.9850746268656716,1.6268656716417909,False,English,True,2,False,2,False,False
24559,api,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24574,,True,False,False,False,1.0,0.5555555555555556,0.5,0,0.2,False,python,False,True,1.0,True,1,False,0.1111111111111111,0.7142857142857143,14.142857142857142,False,English,False,18,False,2,False,False
24659,,False,False,False,False,1.0,0.8333333333333334,0.25,1,0.4,False,python,True,True,0.39130434782608703,True,2,False,0.0,1.0,1.0,False,nan,False,0,False,7,False,False
24722,api,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25045,,True,False,False,False,1.0,0.16666666666666666,0.5714285714285714,1,0.0,True,python,False,True,0.7037037037037037,True,1,False,0.0,0.9,2.5,False,English,False,9,False,6,False,False
25057,,nan,nan,False,nan,0.9997307424486274,0.0,0.0,1,nan,False,python,nan,True,nan,False,1,nan,0.6666666666666666,nan,nan,False,nan,True,10,False,0,False,False
25225,api,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25521,,nan,nan,False,nan,1.0,0.375,0.0,0,0.0,True,python,nan,False,nan,False,1,nan,0.125,1.0,1.0,False,nan,True,0,False,0,False,False
25648,,nan,nan,False,nan,1.0,0.375,0.0,0,0.0,True,python,nan,False,nan,False,1,nan,0.125,1.0,1.0,False,nan,True,0,False,0,False,False
26250,,nan,nan,False,nan,0.22617438396500955,0.6470588235294118,0.0,0,0.2727272727272727,False,python,nan,True,nan,False,2,nan,0.05882352941176471,0.7333333333333333,4.666666666666667,False,nan,False,5,False,0,False,False
26393,,nan,nan,False,False,0.048609660864423095,0.2857142857142857,0.125,2,1.0,False,python,False,True,0.14285714285714285,True,5,False,0.0,1.0,3.25,False,Tagalog,False,0,False,1,False,False
26394,,nan,nan,False,False,0.048609660864423095,0.2857142857142857,0.125,2,1.0,False,python,False,True,0.14285714285714285,True,7,False,0.0,1.0,3.25,False,Tagalog,False,0,False,1,False,False
26518,,nan,nan,False,nan,nan,0.0,0.0,1,nan,False,python,nan,False,nan,False,2,nan,0.5,nan,nan,False,nan,False,0,False,0,False,False
26645,api,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27019,,True,False,False,True,0.9999989353411379,0.6153846153846154,0.35,1,0.0,False,python,False,True,0.4736842105263158,False,2,False,0.0,0.5833333333333334,11.583333333333336,False,Spanish,True,3,False,7,False,False
27021,,nan,nan,False,nan,nan,0.0,0.0,1,nan,False,python,nan,True,nan,False,1,nan,1.0,nan,nan,False,nan,True,1,False,0,False,False
27082,,True,False,False,True,0.9999989353411379,0.6153846153846154,0.35,1,0.0,False,python,False,True,0.4736842105263158,False,2,False,0.0,0.5833333333333334,11.583333333333336,False,Spanish,True,3,False,7,False,False
27094,,True,False,False,False,0.9613244132648796,0.3125,0.5151515151515151,1,0.0,True,python,False,True,0.65625,True,1,True,0.0,1.0,1.3846153846153846,False,English,False,7,False,9,False,False
27362,no_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27363,no_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27689,,True,False,False,False,1.0,0.625,0.4074074074074074,0,0.2,False,python,False,True,0.8076923076923077,True,1,False,0.0,0.8666666666666667,1.4666666666666666,False,English,True,6,False,1,False,False
27784,,False,False,False,False,nan,0.5,0.5294117647058824,1,1.0,False,python,False,True,0.9375,True,1,False,0.0,1.0,1.0,False,Spanish,True,3,False,9,False,False
27826,,False,False,False,False,0.938765189103484,0.64,0.13793103448275862,4,0.75,True,python,False,True,0.17857142857142858,False,4,True,0.0,0.7391304347826086,50.39130434782609,False,English,False,15,False,3,False,False
27875,,True,False,False,False,1.0,0.625,0.4074074074074074,0,0.2,False,python,False,True,0.8076923076923077,True,1,False,0.0,0.8666666666666667,1.4666666666666666,False,English,True,6,False,1,False,False
